113	15	51
114	15	58
112	16	59
113	16	82
114	16	43
97	30	40
98	30	18
50	33	12
51	33	39
52	33	43
53	33	48
50	34	64
52	34	29
53	34	27
50	35	122
51	35	17
49	55	44
50	55	24
49	56	39
48	57	31
49	57	28
199	57	11
48	58	35
47	59	37
48	59	17
43	66	32
44	66	61
98	66	35
99	66	50
41	67	80
42	67	34
43	67	33
44	67	26
98	67	77
99	67	55
42	68	52
43	68	40
98	68	36
99	68	32
99	69	39
99	70	27
100	70	31
100	71	23
101	71	37
101	72	36
101	73	27
102	73	25
102	74	37
102	75	36
102	76	36
102	77	29
103	77	25
103	78	33
103	79	29
103	80	24
104	80	25
104	81	30
104	82	26
104	83	32
16	88	31
17	88	41
196	92	17
197	92	45
194	93	23
195	93	27
196	93	17
192	94	106
193	94	36
194	94	10
191	95	37
192	95	34
157	105	25
54	122	28
54	123	22
55	123	37
56	123	33
56	124	17
57	124	46
58	124	30
58	125	19
59	125	28
185	130	54
183	131	31
184	131	38
182	132	51
183	132	14
180	133	29
181	133	31
180	134	31
179	135	14
180	135	30
179	136	24
188	136	47
179	137	28
187	137	51
188	137	38
179	138	27
180	138	17
186	138	33
179	139	46
180	139	25
179	140	34
178	141	39
179	141	44
177	142	43
178	142	33
177	143	40
31	155	34
32	155	93
31	156	27
32	156	43
129	172	50
228	172	46
229	172	33
129	173	29
228	173	59
155	176	30
156	176	20
157	176	53
154	177	48
155	177	69
156	177	37
157	177	33
158	177	46
159	177	44
85	180	43
86	180	22
86	181	36
87	181	46
86	182	43
87	182	103
86	183	58
87	183	27
86	184	52
87	184	27
195	188	14
195	189	27
196	189	34
197	189	31
198	189	33
199	189	33
200	189	23
200	190	28
201	190	22
201	191	23
202	191	38
203	191	18
89	209	23
90	209	17
89	210	20
23	212	53
24	212	127
25	214	17
25	215	28
26	215	31
26	216	46
27	216	33
26	217	30
189	244	18
124	247	19
124	248	39
124	249	32
191	249	45
192	249	30
123	250	25
124	250	26
191	250	33
192	250	44
193	250	14
194	250	71
195	250	18
123	251	33
192	251	10
193	251	48
123	252	25
123	253	27
