24	9	60
25	9	27
24	10	47
25	10	55
26	10	1
24	11	45
25	11	71
26	11	33
27	11	15
24	12	6
25	12	23
26	12	30
27	12	62
28	12	9
39	12	33
40	12	39
41	12	20
48	12	32
27	13	25
28	13	29
39	13	42
40	13	46
41	13	25
42	13	13
48	13	41
41	14	33
42	14	42
48	14	40
49	14	22
135	14	85
41	15	8
48	15	26
49	15	20
134	15	19
135	15	85
94	17	18
94	18	19
200	37	14
201	37	27
105	46	1
106	46	2
103	47	2
104	47	2
105	47	3
106	47	2
107	47	2
108	47	1
103	48	2
104	48	27
105	48	140
106	48	166
107	48	43
108	48	2
109	48	1
102	49	1
103	49	2
104	49	91
105	49	340
106	49	349
107	49	128
108	49	2
109	49	2
102	50	2
103	50	2
104	50	70
105	50	263
106	50	266
107	50	100
108	50	2
109	50	1
103	51	2
104	51	5
105	51	60
106	51	72
107	51	13
108	51	2
104	52	2
105	52	2
106	52	2
107	52	1
108	52	1
106	53	1
28	68	19
29	68	29
28	69	32
28	70	35
29	70	15
29	71	30
30	72	18
166	91	13
34	101	35
35	101	18
34	102	24
35	102	6
0	107	17
0	108	70
0	109	31
111	113	1
112	113	2
113	113	2
114	113	2
115	113	1
110	114	2
111	114	3
112	114	32
113	114	53
114	114	13
115	114	2
116	114	1
109	115	1
110	115	3
111	115	42
112	115	255
113	115	339
114	115	144
115	115	3
116	115	2
109	116	1
110	116	2
111	116	84
112	116	386
113	116	458
114	116	242
115	116	19
116	116	2
109	117	1
110	117	2
111	117	37
112	117	220
113	117	305
114	117	120
115	117	4
116	117	2
110	118	1
111	118	2
112	118	25
113	118	38
114	118	5
115	118	2
116	118	1
111	119	1
112	119	2
113	119	2
114	119	2
115	119	1
97	135	18
16	138	20
61	143	26
62	143	95
63	143	37
61	144	46
62	144	63
63	144	25
168	145	1
169	145	2
170	145	1
166	146	2
167	146	2
168	146	9
169	146	10
170	146	2
171	146	1
166	147	2
167	147	34
168	147	170
169	147	184
170	147	56
171	147	2
230	147	1
231	147	32
165	148	1
166	148	3
167	148	91
168	148	320
169	148	369
170	148	137
171	148	2
230	148	22
231	148	105
232	148	63
233	148	30
234	148	5
166	149	2
167	149	44
168	149	217
169	149	260
170	149	71
171	149	2
172	149	1
233	149	26
234	149	62
235	149	35
166	150	2
167	150	2
168	150	35
169	150	33
170	150	3
171	150	1
234	150	14
235	150	39
167	151	1
168	151	1
169	151	2
170	151	1
122	157	19
123	157	2
63	158	9
121	158	34
122	158	32
123	158	2
62	159	18
63	159	72
64	159	37
120	159	17
121	159	53
63	160	40
64	160	3
120	160	33
120	161	41
120	162	31
121	162	17
121	163	34
120	164	30
121	164	40
119	165	28
120	165	31
119	166	22
27	175	1
28	175	1
25	176	1
26	176	2
27	176	3
28	176	2
29	176	3
30	176	2
25	177	2
26	177	5
27	177	62
28	177	74
29	177	18
30	177	3
31	177	2
24	178	2
25	178	3
26	178	87
27	178	328
28	178	393
29	178	143
30	178	3
31	178	1
24	179	1
25	179	3
26	179	147
27	179	431
28	179	473
29	179	236
30	179	5
31	179	2
24	180	2
25	180	3
26	180	54
27	180	246
28	180	312
29	180	82
30	180	2
31	180	1
25	181	2
26	181	3
27	181	20
28	181	29
29	181	3
30	181	3
26	182	2
27	182	3
28	182	2
29	182	1
30	182	2
169	186	9
170	186	44
170	187	42
171	187	46
214	189	44
215	189	24
214	190	64
123	194	31
124	194	41
123	195	45
124	195	49
123	196	40
124	196	35
170	196	1
184	196	1
185	196	1
186	196	1
122	197	22
123	197	60
124	197	41
125	197	25
168	197	31
169	197	37
170	197	43
171	197	33
182	197	1
183	197	2
184	197	2
185	197	2
186	197	2
187	197	2
124	198	7
125	198	46
167	198	34
168	198	46
171	198	35
172	198	43
173	198	7
181	198	1
182	198	3
183	198	4
184	198	6
185	198	6
186	198	3
187	198	2
188	198	2
110	199	43
111	199	5
124	199	20
125	199	15
167	199	53
171	199	19
172	199	45
173	199	18
181	199	3
182	199	5
183	199	48
184	199	201
185	199	203
186	199	54
187	199	4
188	199	2
109	200	12
110	200	68
111	200	26
124	200	16
125	200	27
170	200	14
171	200	58
172	200	24
181	200	4
182	200	10
183	200	244
184	200	585
185	200	541
186	200	260
187	200	14
188	200	4
189	200	1
110	201	20
125	201	34
170	201	18
171	201	69
180	201	2
181	201	3
182	201	20
183	201	331
184	201	566
185	201	612
186	201	337
187	201	22
188	201	4
189	201	2
125	202	34
181	202	2
182	202	6
183	202	142
184	202	382
185	202	444
186	202	151
187	202	6
188	202	3
189	202	1
125	203	33
181	203	2
182	203	4
183	203	9
184	203	47
185	203	46
186	203	10
187	203	3
188	203	2
124	204	13
125	204	54
182	204	2
183	204	2
184	204	3
185	204	3
186	204	3
187	204	2
188	204	1
124	205	37
125	205	93
164	205	1
182	205	1
183	205	1
184	205	1
185	205	2
186	205	1
125	206	32
162	206	2
163	206	2
164	206	2
165	206	2
166	206	2
125	207	21
126	207	21
161	207	2
162	207	2
163	207	38
164	207	65
165	207	21
166	207	2
126	208	23
127	208	22
161	208	2
162	208	38
163	208	244
164	208	346
165	208	153
166	208	4
167	208	1
127	209	36
128	209	27
161	209	2
162	209	60
163	209	308
164	209	426
165	209	222
166	209	14
167	209	2
128	210	21
129	210	26
161	210	2
162	210	18
163	210	142
164	210	234
165	210	86
166	210	3
167	210	1
130	211	33
131	211	20
161	211	1
162	211	2
163	211	3
164	211	10
165	211	2
166	211	1
40	212	16
41	212	13
131	212	33
132	212	13
162	212	2
163	212	1
164	212	2
165	212	1
166	212	1
40	213	67
41	213	57
42	213	33
43	213	35
44	213	27
45	213	18
46	213	12
132	213	25
133	213	29
134	213	14
45	214	30
46	214	29
47	214	19
134	214	20
135	214	40
136	214	45
136	215	28
137	215	27
138	215	34
139	215	44
140	215	24
140	216	10
141	216	28
142	216	42
143	216	28
144	216	33
145	216	25
146	216	20
147	216	26
149	216	21
150	216	36
151	216	34
146	217	13
147	217	42
148	217	31
149	217	43
150	217	18
138	230	26
148	230	2
149	230	2
150	230	3
151	230	2
147	231	1
148	231	3
149	231	59
150	231	78
151	231	22
152	231	2
147	232	2
148	232	72
149	232	315
150	232	369
151	232	118
152	232	3
153	232	1
146	233	1
147	233	3
148	233	93
149	233	366
150	233	392
151	233	153
152	233	2
153	233	1
147	234	2
148	234	28
149	234	141
150	234	173
151	234	44
152	234	2
147	235	1
148	235	2
149	235	3
150	235	3
151	235	2
152	235	2
173	235	11
174	235	40
175	235	13
144	236	1
145	236	2
146	236	1
149	236	1
150	236	1
151	236	1
173	236	63
174	236	41
175	236	15
142	237	2
143	237	2
144	237	3
145	237	4
146	237	2
147	237	2
172	237	23
173	237	57
141	238	2
142	238	4
143	238	5
144	238	28
145	238	43
146	238	14
147	238	3
148	238	2
141	239	2
142	239	3
143	239	58
144	239	287
145	239	371
146	239	185
147	239	15
148	239	3
149	239	1
141	240	3
142	240	5
143	240	163
144	240	492
145	240	577
146	240	398
147	240	55
148	240	3
149	240	2
141	241	2
